<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20230405,154500,164.67,164.71,164.21,164.4487,787881,0
AAPL.US,5,20230405,155000,164.45,164.63,164.22,164.3,790908,0
AAPL.US,5,20230405,155500,164.29,164.66,164.22,164.6201,571397,0
AAPL.US,5,20230405,160000,164.65,164.92,164.345,164.365,813216,0
AAPL.US,5,20230405,160500,164.36,164.49,164.24,164.27,547458,0
AAPL.US,5,20230405,161000,164.27,164.44,163.98,164.4399,707747,0
AAPL.US,5,20230405,161500,164.43,164.5,164.29,164.3401,659986,0
AAPL.US,5,20230405,162000,164.35,164.57,164.23,164.461,471987,0
AAPL.US,5,20230405,162500,164.46,164.5,164.11,164.1201,414254,0
AAPL.US,5,20230405,163000,164.12,164.1801,163.86,163.89,546469,0
AAPL.US,5,20230405,163500,163.89,163.95,163.72,163.94,495270,0
AAPL.US,5,20230405,164000,163.935,163.98,163.62,163.625,457023,0
AAPL.US,5,20230405,164500,163.62,163.89,163.6,163.7437,450787,0
AAPL.US,5,20230405,165000,163.74,163.77,163.44,163.49,538499,0
AAPL.US,5,20230405,165500,163.485,163.505,163.2699,163.29,460098,0
AAPL.US,5,20230405,170000,163.28,163.47,163.2001,163.455,575624,0
AAPL.US,5,20230405,170500,163.46,163.65,163.41,163.625,401163,0
AAPL.US,5,20230405,171000,163.62,163.77,163.556,163.6692,432000,0
AAPL.US,5,20230405,171500,163.68,163.77,163.56,163.56,344613,0
AAPL.US,5,20230405,172000,163.56,163.71,163.52,163.57,279045,0
AAPL.US,5,20230405,172500,163.56,163.5647,163.28,163.285,455402,0
AAPL.US,5,20230405,173000,163.28,163.47,163.2206,163.4,350073,0
AAPL.US,5,20230405,173500,163.4,163.52,163.3241,163.46,332517,0
AAPL.US,5,20230405,174000,163.46,163.49,163.115,163.12,388141,0
AAPL.US,5,20230405,174500,163.12,163.19,163,163.12,486213,0
AAPL.US,5,20230405,175000,163.12,163.15,162.68,162.7,685233,0
AAPL.US,5,20230405,175500,162.6999,162.97,162.6888,162.9601,494307,0
AAPL.US,5,20230405,180000,162.98,163,162.7209,162.7358,373795,0
AAPL.US,5,20230405,180500,162.7338,162.7551,162.53,162.53,461072,0
AAPL.US,5,20230405,181000,162.5313,162.6,162.42,162.43,649520,0
AAPL.US,5,20230405,181500,162.43,162.54,162.22,162.5175,663555,0
AAPL.US,5,20230405,182000,162.53,162.5599,162.39,162.4584,340025,0
AAPL.US,5,20230405,182500,162.455,162.4584,162.11,162.23,541647,0
AAPL.US,5,20230405,183000,162.2,162.24,161.8,161.815,764236,0
AAPL.US,5,20230405,183500,161.815,162.25,161.8101,162.176,593404,0
AAPL.US,5,20230405,184000,162.175,162.287,162.03,162.08,425012,0
AAPL.US,5,20230405,184500,162.07,162.19,162.04,162.095,292320,0
AAPL.US,5,20230405,185000,162.095,162.424,162.07,162.4,360366,0
AAPL.US,5,20230405,185500,162.3944,162.49,162.33,162.33,340624,0
AAPL.US,5,20230405,190000,162.33,162.55,162.26,162.549,348999,0
AAPL.US,5,20230405,190500,162.55,162.718,162.55,162.635,457673,0
AAPL.US,5,20230405,191000,162.63,162.73,162.51,162.65,413293,0
AAPL.US,5,20230405,191500,162.65,162.77,162.64,162.765,259411,0
AAPL.US,5,20230405,192000,162.765,162.88,162.73,162.8,584050,0
AAPL.US,5,20230405,192500,162.81,162.97,162.81,162.87,326035,0
AAPL.US,5,20230405,193000,162.87,162.99,162.85,162.9369,302278,0
AAPL.US,5,20230405,193500,162.935,163.095,162.863,163.005,366077,0
AAPL.US,5,20230405,194000,163.0093,163.02,162.8,162.855,209124,0
AAPL.US,5,20230405,194500,162.851,162.9099,162.65,162.6897,340544,0
AAPL.US,5,20230405,195000,162.69,162.86,162.6807,162.75,344451,0
AAPL.US,5,20230405,195500,162.7456,162.99,162.67,162.945,359770,0
AAPL.US,5,20230405,200000,162.95,163.055,162.8301,162.98,382234,0
AAPL.US,5,20230405,200500,162.97,163.1192,162.95,162.99,329436,0
AAPL.US,5,20230405,201000,162.9801,163.01,162.77,162.8205,307599,0
AAPL.US,5,20230405,201500,162.82,162.89,162.795,162.86,210289,0
AAPL.US,5,20230405,202000,162.86,162.86,162.65,162.74,281019,0
AAPL.US,5,20230405,202500,162.74,162.795,162.67,162.695,259493,0
AAPL.US,5,20230405,203000,162.6976,162.9399,162.67,162.92,276562,0
AAPL.US,5,20230405,203500,162.92,163.25,162.9,163.14,412054,0
AAPL.US,5,20230405,204000,163.15,163.23,162.94,163.0029,432679,0
AAPL.US,5,20230405,204500,163.0007,163.28,163.0007,163.165,285708,0
AAPL.US,5,20230405,205000,163.16,163.26,163.14,163.195,240199,0
AAPL.US,5,20230405,205500,163.185,163.305,163.17,163.24,211736,0
AAPL.US,5,20230405,210000,163.2388,163.24,163.06,163.16,320054,0
AAPL.US,5,20230405,210500,163.1641,163.29,163,163.12,375526,0
AAPL.US,5,20230405,211000,163.115,163.1399,162.93,162.965,304975,0
AAPL.US,5,20230405,211500,162.97,163.14,162.97,163.01,302657,0
AAPL.US,5,20230405,212000,163.01,163.23,163.01,163.1993,416246,0
AAPL.US,5,20230405,212500,163.205,163.4,163.2,163.26,557027,0
AAPL.US,5,20230405,213000,163.255,163.41,163.22,163.375,466047,0
AAPL.US,5,20230405,213500,163.376,163.49,163.31,163.32,531520,0
AAPL.US,5,20230405,214000,163.32,163.56,163.21,163.5399,655087,0
AAPL.US,5,20230405,214500,163.535,163.59,163.345,163.455,550043,0
AAPL.US,5,20230405,215000,163.46,163.84,163.41,163.79,1019455,0
AAPL.US,5,20230405,215500,163.79,163.95,163.73,163.76,6475338,0
AAPL.US,5,20230406,153000,162.43,162.74,162.04,162.06,1951834,0
AAPL.US,5,20230406,153500,162.06,162.45,162,162.31,900755,0
AAPL.US,5,20230406,154000,162.3,162.4,162.13,162.32,595336,0
AAPL.US,5,20230406,154500,162.3319,162.3319,162.03,162.1722,525249,0
AAPL.US,5,20230406,155000,162.1794,162.5682,162.1794,162.42,538227,0
AAPL.US,5,20230406,155500,162.43,162.71,162.26,162.685,573433,0
AAPL.US,5,20230406,160000,162.69,163.04,162.54,162.915,707865,0
AAPL.US,5,20230406,160500,162.905,163.24,162.905,162.995,590158,0
AAPL.US,5,20230406,161000,163,163.23,162.94,163.15,534959,0
AAPL.US,5,20230406,161500,163.155,163.2799,162.93,162.94,495840,0
AAPL.US,5,20230406,162000,162.93,163.115,162.905,163.0715,423881,0
AAPL.US,5,20230406,162500,163.065,163.33,163.01,163.32,454945,0
AAPL.US,5,20230406,163000,163.3168,163.44,163.23,163.355,544194,0
AAPL.US,5,20230406,163500,163.35,163.58,163.3,163.54,594777,0
AAPL.US,5,20230406,164000,163.5391,163.5899,163.17,163.27,586192,0
AAPL.US,5,20230406,164500,163.275,163.5799,163.18,163.34,470114,0
AAPL.US,5,20230406,165000,163.342,163.41,163.2,163.33,326177,0
AAPL.US,5,20230406,165500,163.33,163.37,163.1,163.275,381198,0
AAPL.US,5,20230406,170000,163.2739,163.82,163.18,163.74,621931,0
AAPL.US,5,20230406,170500,163.74,163.94,163.72,163.92,465140,0
AAPL.US,5,20230406,171000,163.9201,164,163.81,163.89,408707,0
AAPL.US,5,20230406,171500,163.9,164.1071,163.87,164.08,479894,0
AAPL.US,5,20230406,172000,164.055,164.26,164.0201,164.245,473920,0
AAPL.US,5,20230406,172500,164.24,164.37,164.1203,164.2318,444710,0
AAPL.US,5,20230406,173000,164.24,164.2785,164.06,164.065,353022,0
AAPL.US,5,20230406,173500,164.065,164.3481,164.01,164.3481,497788,0
AAPL.US,5,20230406,174000,164.35,164.56,164.28,164.52,445938,0
AAPL.US,5,20230406,174500,164.53,164.75,164.44,164.571,551025,0
AAPL.US,5,20230406,175000,164.57,164.5783,164.41,164.445,376375,0
AAPL.US,5,20230406,175500,164.445,164.6099,164.42,164.53,301137,0
AAPL.US,5,20230406,180000,164.53,164.9584,164.5201,164.89,660737,0
AAPL.US,5,20230406,180500,164.89,164.89,164.67,164.73,326926,0
AAPL.US,5,20230406,181000,164.72,164.78,164.62,164.69,257720,0
AAPL.US,5,20230406,181500,164.7,164.8099,164.535,164.545,292300,0
AAPL.US,5,20230406,182000,164.545,164.57,164.405,164.5221,334054,0
AAPL.US,5,20230406,182500,164.52,164.62,164.48,164.58,182679,0
AAPL.US,5,20230406,183000,164.58,164.87,164.58,164.755,318586,0
AAPL.US,5,20230406,183500,164.755,164.85,164.6,164.6101,275723,0
AAPL.US,5,20230406,184000,164.6101,164.838,164.6101,164.78,264230,0
AAPL.US,5,20230406,184500,164.79,164.81,164.69,164.7804,310257,0
AAPL.US,5,20230406,185000,164.78,164.82,164.6,164.6014,203639,0
AAPL.US,5,20230406,185500,164.6,164.6,164.4126,164.475,266589,0
AAPL.US,5,20230406,190000,164.475,164.51,164.33,164.42,280848,0
AAPL.US,5,20230406,190500,164.415,164.605,164.415,164.5101,238497,0
AAPL.US,5,20230406,191000,164.5183,164.57,164.365,164.4099,238086,0
AAPL.US,5,20230406,191500,164.41,164.59,164.3601,164.4,268988,0
AAPL.US,5,20230406,192000,164.395,164.54,164.37,164.4,235758,0
AAPL.US,5,20230406,192500,164.4075,164.45,164.3,164.3401,237395,0
AAPL.US,5,20230406,193000,164.34,164.58,164.34,164.435,454029,0
AAPL.US,5,20230406,193500,164.4329,164.71,164.4329,164.6699,246864,0
AAPL.US,5,20230406,194000,164.67,164.745,164.54,164.5875,270588,0
AAPL.US,5,20230406,194500,164.59,164.66,164.5023,164.65,181693,0
AAPL.US,5,20230406,195000,164.655,164.75,164.6,164.69,305628,0
AAPL.US,5,20230406,195500,164.6988,164.81,164.615,164.81,308584,0
AAPL.US,5,20230406,200000,164.81,164.87,164.555,164.61,365958,0
AAPL.US,5,20230406,200500,164.605,164.83,164.6,164.75,244958,0
AAPL.US,5,20230406,201000,164.75,164.84,164.7099,164.8,185364,0
AAPL.US,5,20230406,201500,164.7977,164.85,164.68,164.78,209361,0
AAPL.US,5,20230406,202000,164.78,164.8,164.67,164.7585,184871,0
AAPL.US,5,20230406,202500,164.7568,164.84,164.74,164.81,154015,0
AAPL.US,5,20230406,203000,164.81,164.9,164.8,164.87,270835,0
AAPL.US,5,20230406,203500,164.8675,164.94,164.78,164.8,204049,0
AAPL.US,5,20230406,204000,164.8,164.87,164.74,164.79,195741,0
AAPL.US,5,20230406,204500,164.8,164.86,164.74,164.7516,205550,0
AAPL.US,5,20230406,205000,164.76,164.82,164.73,164.78,212057,0
AAPL.US,5,20230406,205500,164.785,164.79,164.6,164.65,300626,0
AAPL.US,5,20230406,210000,164.65,164.825,164.65,164.74,339126,0
AAPL.US,5,20230406,210500,164.73,164.81,164.665,164.68,275007,0
AAPL.US,5,20230406,211000,164.68,164.72,164.6,164.67,288021,0
AAPL.US,5,20230406,211500,164.67,164.6721,164.48,164.515,282554,0
AAPL.US,5,20230406,212000,164.515,164.615,164.48,164.585,362053,0
AAPL.US,5,20230406,212500,164.585,164.64,164.47,164.515,336276,0
AAPL.US,5,20230406,213000,164.52,164.74,164.51,164.72,424926,0
AAPL.US,5,20230406,213500,164.72,164.7599,164.605,164.62,303809,0
AAPL.US,5,20230406,214000,164.61,164.61,164.5,164.56,399236,0
AAPL.US,5,20230406,214500,164.56,164.56,164.38,164.475,461289,0
AAPL.US,5,20230406,215000,164.51,164.575,164.32,164.3801,726271,0
AAPL.US,5,20230406,215500,164.39,164.69,164.39,164.66,6367660,0
AAPL.US,5,20230410,153000,161.42,162,161.37,161.53,2323323,0
AAPL.US,5,20230410,153500,161.53,161.63,160.83,161.17,1460383,0
AAPL.US,5,20230410,154000,161.17,161.19,160.67,160.88,1138037,0
AAPL.US,5,20230410,154500,160.89,160.9,160.22,160.27,1237153,0
AAPL.US,5,20230410,155000,160.28,160.4907,160.08,160.4907,1271742,0
AAPL.US,5,20230410,155500,160.49,160.67,160.36,160.4712,843442,0
AAPL.US,5,20230410,160000,160.47,160.56,160.185,160.5499,665462,0
AAPL.US,5,20230410,160500,160.55,160.63,160.28,160.375,633579,0
AAPL.US,5,20230410,161000,160.375,160.73,160.37,160.49,684459,0
AAPL.US,5,20230410,161500,160.4823,160.68,160.35,160.38,569429,0
AAPL.US,5,20230410,162000,160.38,160.5287,160.19,160.5,543547,0
AAPL.US,5,20230410,162500,160.5,160.5983,160.09,160.155,547689,0
AAPL.US,5,20230410,163000,160.16,160.44,160.145,160.37,509918,0
AAPL.US,5,20230410,163500,160.365,160.56,160.25,160.5099,439326,0
AAPL.US,5,20230410,164000,160.5,160.79,160.44,160.74,419705,0
AAPL.US,5,20230410,164500,160.74,160.82,160.55,160.815,520455,0
AAPL.US,5,20230410,165000,160.815,160.815,160.505,160.59,441606,0
AAPL.US,5,20230410,165500,160.59,160.74,160.52,160.545,367181,0
AAPL.US,5,20230410,170000,160.545,160.94,160.53,160.795,484365,0
AAPL.US,5,20230410,170500,160.7915,161.1,160.78,161.0601,457467,0
AAPL.US,5,20230410,171000,161.06,161.3793,161.0519,161.32,613986,0
AAPL.US,5,20230410,171500,161.3214,161.4,161.23,161.255,495774,0
AAPL.US,5,20230410,172000,161.27,161.3899,161.1,161.11,363720,0
AAPL.US,5,20230410,172500,161.1101,161.19,161.05,161.135,344664,0
AAPL.US,5,20230410,173000,161.1408,161.34,161.07,161.323,291118,0
AAPL.US,5,20230410,173500,161.32,161.49,161.25,161.47,436264,0
AAPL.US,5,20230410,174000,161.48,161.61,161.4111,161.58,401319,0
AAPL.US,5,20230410,174500,161.58,161.58,161.335,161.44,284448,0
AAPL.US,5,20230410,175000,161.44,161.4799,161.3,161.33,236425,0
AAPL.US,5,20230410,175500,161.33,161.3301,161.08,161.1008,320879,0
AAPL.US,5,20230410,180000,161.1,161.1492,160.8301,160.8901,359906,0
AAPL.US,5,20230410,180500,160.89,160.9,160.6,160.81,500130,0
AAPL.US,5,20230410,181000,160.815,160.815,160.62,160.67,262786,0
AAPL.US,5,20230410,181500,160.66,160.76,160.64,160.6912,209949,0
AAPL.US,5,20230410,182000,160.695,160.85,160.665,160.8072,232112,0
AAPL.US,5,20230410,182500,160.8,160.87,160.76,160.8208,193044,0
AAPL.US,5,20230410,183000,160.83,161.11,160.82,161.07,299578,0
AAPL.US,5,20230410,183500,161.075,161.58,161.075,161.4786,526919,0
AAPL.US,5,20230410,184000,161.48,161.56,161.4,161.43,323146,0
AAPL.US,5,20230410,184500,161.44,161.6131,161.43,161.53,333584,0
AAPL.US,5,20230410,185000,161.525,161.55,161.3,161.33,306898,0
AAPL.US,5,20230410,185500,161.32,161.435,161.3101,161.4,215823,0
AAPL.US,5,20230410,190000,161.41,161.53,161.28,161.36,324331,0
AAPL.US,5,20230410,190500,161.35,161.48,161.32,161.364,226173,0
AAPL.US,5,20230410,191000,161.365,161.45,161.19,161.27,316310,0
AAPL.US,5,20230410,191500,161.261,161.455,161.1701,161.375,265520,0
AAPL.US,5,20230410,192000,161.375,161.39,161.2616,161.315,219707,0
AAPL.US,5,20230410,192500,161.32,161.575,161.31,161.5699,315393,0
AAPL.US,5,20230410,193000,161.57,161.63,161.461,161.55,284190,0
AAPL.US,5,20230410,193500,161.5413,161.56,161.43,161.45,178356,0
AAPL.US,5,20230410,194000,161.46,161.52,161.31,161.435,238303,0
AAPL.US,5,20230410,194500,161.44,161.63,161.3828,161.5101,276569,0
AAPL.US,5,20230410,195000,161.525,161.59,161.36,161.3899,219354,0
AAPL.US,5,20230410,195500,161.38,161.49,161.34,161.435,208669,0
AAPL.US,5,20230410,200000,161.44,161.505,161.34,161.5,262977,0
AAPL.US,5,20230410,200500,161.505,161.63,161.47,161.47,262623,0
AAPL.US,5,20230410,201000,161.48,161.68,161.44,161.6229,241787,0
AAPL.US,5,20230410,201500,161.63,161.8,161.62,161.7699,330178,0
AAPL.US,5,20230410,202000,161.765,161.84,161.75,161.76,251335,0
AAPL.US,5,20230410,202500,161.7604,161.82,161.68,161.715,204195,0
AAPL.US,5,20230410,203000,161.72,161.77,161.65,161.665,229519,0
AAPL.US,5,20230410,203500,161.665,161.69,161.55,161.605,184556,0
AAPL.US,5,20230410,204000,161.615,161.6299,161.43,161.47,207398,0
AAPL.US,5,20230410,204500,161.47,161.58,161.435,161.545,240730,0
AAPL.US,5,20230410,205000,161.54,161.7199,161.54,161.6884,244899,0
AAPL.US,5,20230410,205500,161.69,161.76,161.67,161.72,267934,0
AAPL.US,5,20230410,210000,161.73,161.799,161.59,161.68,277227,0
AAPL.US,5,20230410,210500,161.69,161.71,161.55,161.6464,286869,0
AAPL.US,5,20230410,211000,161.65,161.69,161.5,161.5201,253444,0
AAPL.US,5,20230410,211500,161.53,161.73,161.51,161.725,302223,0
AAPL.US,5,20230410,212000,161.725,161.7801,161.605,161.63,349951,0
AAPL.US,5,20230410,212500,161.63,161.665,161.5811,161.5892,249304,0
AAPL.US,5,20230410,213000,161.59,161.7001,161.55,161.631,348124,0
AAPL.US,5,20230410,213500,161.63,161.83,161.61,161.8201,450641,0
AAPL.US,5,20230410,214000,161.82,161.94,161.74,161.7599,598884,0
AAPL.US,5,20230410,214500,161.755,161.8,161.665,161.7616,475759,0
AAPL.US,5,20230410,215000,161.77,161.88,161.67,161.7499,791529,0
AAPL.US,5,20230410,215500,161.75,162.03,161.74,162.03,4901919,0
AAPL.US,5,20230411,153000,162.35,162.36,161.75,162.05,1581510,0
AAPL.US,5,20230411,153500,162.05,162.11,161.47,161.64,754045,0
AAPL.US,5,20230411,154000,161.64,161.73,161.31,161.49,845805,0
AAPL.US,5,20230411,154500,161.5,161.61,161.18,161.305,830693,0
AAPL.US,5,20230411,155000,161.29,161.43,161.08,161.16,732589,0
AAPL.US,5,20230411,155500,161.16,161.37,161.15,161.23,647692,0
AAPL.US,5,20230411,160000,161.225,161.38,161.19,161.215,522841,0
AAPL.US,5,20230411,160500,161.22,161.22,160.84,160.97,887872,0
AAPL.US,5,20230411,161000,160.9616,161.0385,160.73,160.7301,580106,0
AAPL.US,5,20230411,161500,160.74,160.8,160.56,160.6614,607401,0
AAPL.US,5,20230411,162000,160.665,160.94,160.665,160.94,612940,0
AAPL.US,5,20230411,162500,160.95,161.15,160.93,161.15,668136,0
AAPL.US,5,20230411,163000,161.16,161.2,160.85,160.8532,640291,0
AAPL.US,5,20230411,163500,160.86,160.915,160.73,160.75,447836,0
AAPL.US,5,20230411,164000,160.75,160.85,160.591,160.61,551509,0
AAPL.US,5,20230411,164500,160.61,160.9788,160.59,160.955,465150,0
AAPL.US,5,20230411,165000,160.96,161.0599,160.7807,160.785,488896,0
AAPL.US,5,20230411,165500,160.79,160.8301,160.62,160.73,339789,0
AAPL.US,5,20230411,170000,160.735,160.82,160.63,160.775,331602,0
AAPL.US,5,20230411,170500,160.7616,160.93,160.62,160.715,484939,0
AAPL.US,5,20230411,171000,160.72,160.93,160.7,160.878,340516,0
AAPL.US,5,20230411,171500,160.89,161.12,160.86,161.0799,322885,0
AAPL.US,5,20230411,172000,161.08,161.12,161.02,161.025,255567,0
AAPL.US,5,20230411,172500,161.03,161.0481,160.87,160.9099,364807,0
AAPL.US,5,20230411,173000,160.9,161,160.85,160.8711,289066,0
AAPL.US,5,20230411,173500,160.87,160.87,160.59,160.7801,429961,0
AAPL.US,5,20230411,174000,160.78,160.82,160.65,160.66,270277,0
AAPL.US,5,20230411,174500,160.655,160.81,160.51,160.78,345478,0
AAPL.US,5,20230411,175000,160.79,160.9,160.71,160.855,251643,0
AAPL.US,5,20230411,175500,160.86,160.99,160.735,160.975,267067,0
AAPL.US,5,20230411,180000,160.979,161.08,160.94,160.975,329670,0
AAPL.US,5,20230411,180500,160.97,161.11,160.893,161.085,340422,0
AAPL.US,5,20230411,181000,161.08,161.2301,161.08,161.16,326356,0
AAPL.US,5,20230411,181500,161.165,161.2,160.92,160.97,310339,0
AAPL.US,5,20230411,182000,160.98,161.11,160.95,161.05,259642,0
AAPL.US,5,20230411,182500,161.06,161.125,160.91,161.1199,250666,0
AAPL.US,5,20230411,183000,161.12,161.24,161.07,161.08,263250,0
AAPL.US,5,20230411,183500,161.07,161.07,160.84,160.99,359901,0
AAPL.US,5,20230411,184000,161,161.2,161,161.1888,298191,0
AAPL.US,5,20230411,184500,161.185,161.34,161.155,161.31,365813,0
AAPL.US,5,20230411,185000,161.305,161.52,161.27,161.49,527975,0
AAPL.US,5,20230411,185500,161.4978,161.505,161.3299,161.3768,263817,0
AAPL.US,5,20230411,190000,161.38,161.48,161.24,161.29,308343,0
AAPL.US,5,20230411,190500,161.2906,161.39,161.2601,161.2899,195591,0
AAPL.US,5,20230411,191000,161.28,161.29,161.119,161.14,252354,0
AAPL.US,5,20230411,191500,161.1408,161.2299,161.07,161.2199,253165,0
AAPL.US,5,20230411,192000,161.2199,161.33,161.2,161.3,253948,0
AAPL.US,5,20230411,192500,161.295,161.455,161.255,161.4117,257928,0
AAPL.US,5,20230411,193000,161.4156,161.55,161.3601,161.365,253740,0
AAPL.US,5,20230411,193500,161.3677,161.43,161.31,161.4,170232,0
AAPL.US,5,20230411,194000,161.39,161.5,161.38,161.4602,244249,0
AAPL.US,5,20230411,194500,161.475,161.63,161.46,161.5899,293149,0
AAPL.US,5,20230411,195000,161.58,161.65,161.5554,161.62,281579,0
AAPL.US,5,20230411,195500,161.63,161.81,161.57,161.78,391890,0
AAPL.US,5,20230411,200000,161.785,161.83,161.58,161.62,387014,0
AAPL.US,5,20230411,200500,161.625,161.73,161.58,161.68,334728,0
AAPL.US,5,20230411,201000,161.68,161.68,161.55,161.5678,213738,0
AAPL.US,5,20230411,201500,161.565,161.75,161.5,161.71,281622,0
AAPL.US,5,20230411,202000,161.7001,161.77,161.63,161.6699,280070,0
AAPL.US,5,20230411,202500,161.665,161.725,161.6279,161.7107,259060,0
AAPL.US,5,20230411,203000,161.71,161.81,161.6601,161.705,285580,0
AAPL.US,5,20230411,203500,161.71,161.72,161.62,161.6729,163727,0
AAPL.US,5,20230411,204000,161.68,161.73,161.61,161.6101,201679,0
AAPL.US,5,20230411,204500,161.6101,161.72,161.6101,161.68,179272,0
AAPL.US,5,20230411,205000,161.68,161.68,161.4901,161.555,324091,0
AAPL.US,5,20230411,205500,161.56,161.62,161.49,161.585,204828,0
AAPL.US,5,20230411,210000,161.595,161.6199,161.43,161.5,231892,0
AAPL.US,5,20230411,210500,161.51,161.51,161.385,161.4514,308708,0
AAPL.US,5,20230411,211000,161.455,161.59,161.4501,161.505,274630,0
AAPL.US,5,20230411,211500,161.505,161.5391,161.43,161.5108,243704,0
AAPL.US,5,20230411,212000,161.5101,161.535,161.45,161.4523,327162,0
AAPL.US,5,20230411,212500,161.46,161.465,161.2783,161.33,380011,0
AAPL.US,5,20230411,213000,161.33,161.385,161.18,161.182,491533,0
AAPL.US,5,20230411,213500,161.185,161.21,160.88,160.94,655711,0
AAPL.US,5,20230411,214000,160.945,160.95,160.74,160.88,699010,0
AAPL.US,5,20230411,214500,160.88,160.915,160.741,160.81,503058,0
AAPL.US,5,20230411,215000,160.805,160.85,160.63,160.84,872460,0
AAPL.US,5,20230411,215500,160.83,160.84,160.55,160.78,5849309,0
AAPL.US,5,20230412,153000,161.22,162.06,161.16,161.5875,2034762,0
AAPL.US,5,20230412,153500,161.5882,161.86,161.46,161.61,766688,0
AAPL.US,5,20230412,154000,161.605,161.69,160.97,161.065,842140,0
AAPL.US,5,20230412,154500,161.07,161.0845,160.49,160.84,894036,0
AAPL.US,5,20230412,155000,160.84,161.03,160.6499,160.86,761652,0
AAPL.US,5,20230412,155500,160.88,161.19,160.87,160.98,600573,0
AAPL.US,5,20230412,160000,160.97,161.19,160.76,161.14,645769,0
AAPL.US,5,20230412,160500,161.15,161.52,161.11,161.3499,597441,0
AAPL.US,5,20230412,161000,161.3399,161.7099,161.3399,161.6115,468589,0
AAPL.US,5,20230412,161500,161.61,161.74,161.43,161.4901,521196,0
AAPL.US,5,20230412,162000,161.49,161.8304,161.49,161.76,696420,0
AAPL.US,5,20230412,162500,161.75,161.94,161.52,161.91,621578,0
AAPL.US,5,20230412,163000,161.915,162.05,161.35,161.36,804758,0
AAPL.US,5,20230412,163500,161.35,161.44,160.87,160.9,560209,0
AAPL.US,5,20230412,164000,160.9,161.1899,160.86,161.0701,397050,0
AAPL.US,5,20230412,164500,161.09,161.4499,161.02,161.3743,363952,0
AAPL.US,5,20230412,165000,161.37,161.5,161.07,161.0702,377512,0
AAPL.US,5,20230412,165500,161.07,161.07,160.66,160.66,636611,0
AAPL.US,5,20230412,170000,160.66,160.77,160.53,160.62,541157,0
AAPL.US,5,20230412,170500,160.62,160.77,160.3381,160.465,478931,0
AAPL.US,5,20230412,171000,160.46,160.51,160.265,160.43,392130,0
AAPL.US,5,20230412,171500,160.44,160.6999,160.42,160.625,379971,0
AAPL.US,5,20230412,172000,160.6347,160.98,160.63,160.83,454082,0
AAPL.US,5,20230412,172500,160.84,161,160.785,160.96,289448,0
AAPL.US,5,20230412,173000,160.95,160.97,160.81,160.875,259393,0
AAPL.US,5,20230412,173500,160.88,161.04,160.82,160.97,301777,0
AAPL.US,5,20230412,174000,160.99,161.17,160.965,161.16,382825,0
AAPL.US,5,20230412,174500,161.15,161.48,161.12,161.44,469881,0
AAPL.US,5,20230412,175000,161.45,161.54,161.39,161.45,292898,0
AAPL.US,5,20230412,175500,161.445,161.6582,161.42,161.565,420950,0
AAPL.US,5,20230412,180000,161.565,161.69,161.4701,161.55,391787,0
AAPL.US,5,20230412,180500,161.55,161.72,161.51,161.6283,312095,0
AAPL.US,5,20230412,181000,161.63,161.69,161.53,161.535,287898,0
AAPL.US,5,20230412,181500,161.531,161.62,161.4102,161.51,384054,0
AAPL.US,5,20230412,182000,161.51,161.64,161.43,161.515,251124,0
AAPL.US,5,20230412,182500,161.52,161.67,161.47,161.48,319990,0
AAPL.US,5,20230412,183000,161.48,161.57,161.42,161.4208,252977,0
AAPL.US,5,20230412,183500,161.4101,161.545,161.36,161.545,206983,0
AAPL.US,5,20230412,184000,161.5401,161.57,161.365,161.41,196694,0
AAPL.US,5,20230412,184500,161.41,161.68,161.38,161.515,229370,0
AAPL.US,5,20230412,185000,161.52,161.55,161.365,161.535,230624,0
AAPL.US,5,20230412,185500,161.53,161.64,161.5101,161.54,236568,0
AAPL.US,5,20230412,190000,161.54,161.61,161.2707,161.35,331150,0
AAPL.US,5,20230412,190500,161.345,161.555,161.3,161.46,212223,0
AAPL.US,5,20230412,191000,161.47,161.8019,161.47,161.746,332861,0
AAPL.US,5,20230412,191500,161.76,161.78,161.54,161.58,320424,0
AAPL.US,5,20230412,192000,161.58,161.6,161.415,161.475,184461,0
AAPL.US,5,20230412,192500,161.475,161.65,161.45,161.53,151998,0
AAPL.US,5,20230412,193000,161.53,161.65,161.53,161.5633,171104,0
AAPL.US,5,20230412,193500,161.56,161.63,161.3399,161.3713,224624,0
AAPL.US,5,20230412,194000,161.37,161.47,161.3201,161.35,178329,0
AAPL.US,5,20230412,194500,161.34,161.375,161.23,161.35,240362,0
AAPL.US,5,20230412,195000,161.3516,161.41,161.2875,161.295,182869,0
AAPL.US,5,20230412,195500,161.295,161.37,161.27,161.3201,128754,0
AAPL.US,5,20230412,200000,161.32,161.56,161.1,161.465,503028,0
AAPL.US,5,20230412,200500,161.47,161.6,161.1601,161.2602,314532,0
AAPL.US,5,20230412,201000,161.26,161.58,161.12,161.57,320753,0
AAPL.US,5,20230412,201500,161.58,161.715,161.58,161.635,300441,0
AAPL.US,5,20230412,202000,161.62,161.74,161.465,161.495,274027,0
AAPL.US,5,20230412,202500,161.5078,161.51,160.77,160.91,592849,0
AAPL.US,5,20230412,203000,160.91,160.91,160.59,160.6699,440442,0
