<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20230210,213000,150.47,150.62,150.46,150.56,454968,0
AAPL.US,5,20230210,213500,150.56,150.83,150.5225,150.83,520591,0
AAPL.US,5,20230210,214000,150.82,150.87,150.575,150.8101,546017,0
AAPL.US,5,20230210,214500,150.815,150.99,150.73,150.975,725784,0
AAPL.US,5,20230210,215000,150.97,151.12,150.7501,151.04,1018153,0
AAPL.US,5,20230210,215500,151.04,151.155,150.86,151.01,6093583,0
AAPL.US,5,20230213,153000,150.952,151.69,150.92,151.31,1426762,0
AAPL.US,5,20230213,153500,151.3215,151.57,151.015,151.5352,642416,0
AAPL.US,5,20230213,154000,151.5305,151.88,151.47,151.64,1030068,0
AAPL.US,5,20230213,154500,151.65,151.89,151.425,151.542,735430,0
AAPL.US,5,20230213,155000,151.55,151.795,151.495,151.7,521558,0
AAPL.US,5,20230213,155500,151.71,152.19,151.62,152.18,790500,0
AAPL.US,5,20230213,160000,152.1807,152.3898,152.13,152.2,715747,0
AAPL.US,5,20230213,160500,152.1912,152.46,152.07,152.1699,582014,0
AAPL.US,5,20230213,161000,152.165,152.24,151.8675,152.205,473648,0
AAPL.US,5,20230213,161500,152.215,152.2874,151.99,152.17,439628,0
AAPL.US,5,20230213,162000,152.17,152.3201,152.0801,152.2501,404603,0
AAPL.US,5,20230213,162500,152.2686,152.58,152.25,152.43,585515,0
AAPL.US,5,20230213,163000,152.36,152.45,152.17,152.28,554822,0
AAPL.US,5,20230213,163500,152.2754,152.41,152.17,152.22,423257,0
AAPL.US,5,20230213,164000,152.21,152.29,152.02,152.12,429854,0
AAPL.US,5,20230213,164500,152.1287,152.34,152.01,152.3394,558166,0
AAPL.US,5,20230213,165000,152.34,152.755,152.3,152.68,820851,0
AAPL.US,5,20230213,165500,152.6814,152.785,152.5699,152.62,595388,0
AAPL.US,5,20230213,170000,152.64,152.92,152.64,152.87,510877,0
AAPL.US,5,20230213,170500,152.865,152.99,152.728,152.8084,591655,0
AAPL.US,5,20230213,171000,152.8063,153,152.75,152.9,811558,0
AAPL.US,5,20230213,171500,152.894,153.21,152.894,153.13,802761,0
AAPL.US,5,20230213,172000,153.12,153.21,152.92,153.008,609155,0
AAPL.US,5,20230213,172500,153,153.165,152.97,153.145,443485,0
AAPL.US,5,20230213,173000,153.1423,153.23,153.02,153.0717,519186,0
AAPL.US,5,20230213,173500,153.08,153.215,152.9678,153.095,404194,0
AAPL.US,5,20230213,174000,153.095,153.52,153.09,153.51,705498,0
AAPL.US,5,20230213,174500,153.51,153.67,153.45,153.645,558476,0
AAPL.US,5,20230213,175000,153.645,153.69,153.51,153.55,548487,0
AAPL.US,5,20230213,175500,153.55,153.5599,153.28,153.43,469573,0
AAPL.US,5,20230213,180000,153.44,153.67,153.41,153.57,430283,0
AAPL.US,5,20230213,180500,153.58,153.72,153.5,153.6599,454054,0
AAPL.US,5,20230213,181000,153.65,153.878,153.63,153.83,478386,0
AAPL.US,5,20230213,181500,153.8267,154,153.82,153.96,694707,0
AAPL.US,5,20230213,182000,153.96,154.17,153.86,154.1545,786003,0
AAPL.US,5,20230213,182500,154.158,154.26,153.9401,154.0699,756351,0
AAPL.US,5,20230213,183000,154.07,154.12,153.86,153.9933,452314,0
AAPL.US,5,20230213,183500,153.995,154.06,153.9,154.05,293278,0
AAPL.US,5,20230213,184000,154.06,154.18,154.0404,154.165,353026,0
AAPL.US,5,20230213,184500,154.155,154.2523,153.99,154.03,513984,0
AAPL.US,5,20230213,185000,154.0399,154.15,154.0125,154.0722,328625,0
AAPL.US,5,20230213,185500,154.075,154.13,153.73,153.805,469117,0
AAPL.US,5,20230213,190000,153.805,153.93,153.7,153.7033,462352,0
AAPL.US,5,20230213,190500,153.71,153.7499,153.5415,153.6251,433621,0
AAPL.US,5,20230213,191000,153.6284,153.67,153.47,153.55,445259,0
AAPL.US,5,20230213,191500,153.5499,153.76,153.535,153.725,425690,0
AAPL.US,5,20230213,192000,153.73,153.79,153.69,153.695,234854,0
AAPL.US,5,20230213,192500,153.7,154.02,153.69,153.96,465050,0
AAPL.US,5,20230213,193000,153.965,154.17,153.9621,154.0401,469197,0
AAPL.US,5,20230213,193500,154.05,154.085,153.87,153.92,311538,0
AAPL.US,5,20230213,194000,153.9263,153.96,153.7501,153.756,341784,0
AAPL.US,5,20230213,194500,153.7502,153.83,153.7,153.74,318312,0
AAPL.US,5,20230213,195000,153.7399,153.97,153.735,153.85,328213,0
AAPL.US,5,20230213,195500,153.86,154.0017,153.86,153.98,317509,0
AAPL.US,5,20230213,200000,153.98,154.02,153.84,153.88,234685,0
AAPL.US,5,20230213,200500,153.87,153.93,153.73,153.92,292097,0
AAPL.US,5,20230213,201000,153.93,153.9473,153.61,153.64,258071,0
AAPL.US,5,20230213,201500,153.65,153.678,153.52,153.545,264693,0
AAPL.US,5,20230213,202000,153.5487,153.64,153.48,153.555,354276,0
AAPL.US,5,20230213,202500,153.57,153.5999,153.3,153.38,374922,0
AAPL.US,5,20230213,203000,153.38,153.4,153.07,153.15,517419,0
AAPL.US,5,20230213,203500,153.145,153.4086,153.09,153.12,514418,0
AAPL.US,5,20230213,204000,153.12,153.15,152.95,153.0696,423249,0
AAPL.US,5,20230213,204500,153.07,153.13,152.79,152.815,501253,0
AAPL.US,5,20230213,205000,152.815,153.1,152.76,153,344349,0
AAPL.US,5,20230213,205500,153,153.08,152.91,153.07,324251,0
AAPL.US,5,20230213,210000,153.07,153.07,152.76,153.01,651107,0
AAPL.US,5,20230213,210500,153.005,153.24,153,153.22,483033,0
AAPL.US,5,20230213,211000,153.225,153.35,153.2,153.2994,525872,0
AAPL.US,5,20230213,211500,153.295,153.43,153.21,153.425,396925,0
AAPL.US,5,20230213,212000,153.425,153.495,153.345,153.455,500024,0
AAPL.US,5,20230213,212500,153.46,153.64,153.45,153.6315,664568,0
AAPL.US,5,20230213,213000,153.6302,153.87,153.59,153.84,841111,0
AAPL.US,5,20230213,213500,153.85,153.97,153.77,153.9234,699489,0
AAPL.US,5,20230213,214000,153.93,153.98,153.72,153.81,905240,0
AAPL.US,5,20230213,214500,153.79,153.98,153.71,153.91,763065,0
AAPL.US,5,20230213,215000,153.915,153.92,153.45,153.6,1200214,0
AAPL.US,5,20230213,215500,153.61,153.86,153.5646,153.85,9255876,0
AAPL.US,5,20230214,153000,152.12,152.25,151,151.35,2463945,0
AAPL.US,5,20230214,153500,151.36,151.78,151.19,151.66,604666,0
AAPL.US,5,20230214,154000,151.635,152.25,151.625,152.05,1582661,0
AAPL.US,5,20230214,154500,152.025,152.6,152.025,152.31,1292071,0
AAPL.US,5,20230214,155000,152.305,152.53,152,152.33,1001505,0
AAPL.US,5,20230214,155500,152.335,153,152.335,152.83,1003312,0
AAPL.US,5,20230214,160000,152.8399,153.59,152.8,153.3802,1013016,0
AAPL.US,5,20230214,160500,153.39,153.6578,153.28,153.5,804712,0
AAPL.US,5,20230214,161000,153.495,153.77,153.21,153.2671,919628,0
AAPL.US,5,20230214,161500,153.275,153.63,153.04,153.16,817498,0
AAPL.US,5,20230214,162000,153.18,153.45,153.12,153.36,535254,0
AAPL.US,5,20230214,162500,153.37,153.5,152.8801,152.94,644726,0
AAPL.US,5,20230214,163000,152.94,153.08,152.51,152.55,628930,0
AAPL.US,5,20230214,163500,152.54,152.54,151.6,151.61,1047068,0
AAPL.US,5,20230214,164000,151.62,151.74,151.23,151.535,918460,0
AAPL.US,5,20230214,164500,151.55,151.78,150.86,151.73,1098054,0
AAPL.US,5,20230214,165000,151.74,151.74,151.27,151.49,621555,0
AAPL.US,5,20230214,165500,151.487,151.97,151.32,151.87,596680,0
AAPL.US,5,20230214,170000,151.88,152.495,151.82,152.18,768987,0
AAPL.US,5,20230214,170500,152.17,152.46,151.9888,151.9888,588559,0
AAPL.US,5,20230214,171000,151.99,152.19,151.9,152.04,470086,0
AAPL.US,5,20230214,171500,152.03,152.39,151.95,152.305,511136,0
AAPL.US,5,20230214,172000,152.3001,152.53,152.14,152.5,357659,0
AAPL.US,5,20230214,172500,152.51,152.59,151.44,151.5418,870447,0
AAPL.US,5,20230214,173000,151.55,151.56,151.12,151.21,766144,0
AAPL.US,5,20230214,173500,151.21,151.56,151.14,151.33,559365,0
AAPL.US,5,20230214,174000,151.35,151.386,151.04,151.14,427443,0
AAPL.US,5,20230214,174500,151.14,151.72,151.1,151.54,431108,0
AAPL.US,5,20230214,175000,151.54,151.6,151.17,151.55,434361,0
AAPL.US,5,20230214,175500,151.56,151.83,151.36,151.7,464848,0
AAPL.US,5,20230214,180000,151.695,151.91,151.57,151.6874,425915,0
AAPL.US,5,20230214,180500,151.68,151.87,151.58,151.83,292873,0
AAPL.US,5,20230214,181000,151.83,152.12,151.788,151.97,448763,0
AAPL.US,5,20230214,181500,151.96,152.095,151.88,152.02,430648,0
AAPL.US,5,20230214,182000,152.025,152.23,151.81,151.81,339228,0
AAPL.US,5,20230214,182500,151.81,152.11,151.8,151.8899,311289,0
AAPL.US,5,20230214,183000,151.8853,152.34,151.82,152.29,310881,0
AAPL.US,5,20230214,183500,152.29,152.29,151.876,151.955,287575,0
AAPL.US,5,20230214,184000,151.955,152.16,151.88,151.945,327660,0
AAPL.US,5,20230214,184500,151.96,152.0999,151.89,152.02,270089,0
AAPL.US,5,20230214,185000,152.02,152.02,151.75,151.92,302499,0
AAPL.US,5,20230214,185500,151.92,152.2199,151.9116,152.12,320426,0
AAPL.US,5,20230214,190000,152.105,152.9,152.06,152.79,626795,0
AAPL.US,5,20230214,190500,152.78,153.11,152.78,152.8699,559210,0
AAPL.US,5,20230214,191000,152.87,152.9286,152.64,152.765,378832,0
AAPL.US,5,20230214,191500,152.79,153.22,152.68,152.89,505803,0
AAPL.US,5,20230214,192000,152.895,153.065,152.74,152.83,404354,0
AAPL.US,5,20230214,192500,152.8201,152.86,152.59,152.75,339269,0
AAPL.US,5,20230214,193000,152.77,152.8779,152.7,152.82,261187,0
AAPL.US,5,20230214,193500,152.825,153.01,152.78,152.96,282431,0
AAPL.US,5,20230214,194000,152.95,153.0559,152.53,152.55,357932,0
AAPL.US,5,20230214,194500,152.57,152.96,152.55,152.87,284453,0
AAPL.US,5,20230214,195000,152.875,153.015,152.78,152.9799,211083,0
AAPL.US,5,20230214,195500,152.98,153.21,152.84,153.04,377307,0
AAPL.US,5,20230214,200000,153.04,153.3,152.815,153.12,475635,0
AAPL.US,5,20230214,200500,153.12,153.122,152.43,152.6802,571889,0
AAPL.US,5,20230214,201000,152.7,152.86,152.7,152.81,249563,0
AAPL.US,5,20230214,201500,152.8,153.095,152.79,153.02,323563,0
AAPL.US,5,20230214,202000,153.01,153.2,152.96,153.13,249788,0
AAPL.US,5,20230214,202500,153.1375,153.2,152.95,153.135,259030,0
AAPL.US,5,20230214,203000,153.13,153.44,153.125,153.4378,395151,0
AAPL.US,5,20230214,203500,153.4446,153.57,153.3,153.3399,385328,0
AAPL.US,5,20230214,204000,153.335,153.47,153.31,153.36,207426,0
AAPL.US,5,20230214,204500,153.36,153.52,153.3,153.45,254951,0
AAPL.US,5,20230214,205000,153.46,153.54,153.181,153.2722,313999,0
AAPL.US,5,20230214,205500,153.2839,153.37,153.1601,153.24,234167,0
AAPL.US,5,20230214,210000,153.245,153.47,153.225,153.2922,297196,0
AAPL.US,5,20230214,210500,153.3,153.3299,153.15,153.21,238055,0
AAPL.US,5,20230214,211000,153.2059,153.33,152.9499,153.285,385395,0
AAPL.US,5,20230214,211500,153.28,153.38,153.18,153.255,295300,0
AAPL.US,5,20230214,212000,153.249,153.325,153.15,153.32,343014,0
AAPL.US,5,20230214,212500,153.315,153.39,153.19,153.2696,329905,0
AAPL.US,5,20230214,213000,153.265,153.41,153.15,153.24,376329,0
AAPL.US,5,20230214,213500,153.26,153.39,153.14,153.3,389370,0
AAPL.US,5,20230214,214000,153.32,153.49,153.27,153.43,405762,0
AAPL.US,5,20230214,214500,153.42,153.565,153.375,153.47,499308,0
AAPL.US,5,20230214,215000,153.465,153.53,153.22,153.506,655459,0
AAPL.US,5,20230214,215500,153.51,153.73,153.08,153.2,8297323,0
AAPL.US,5,20230215,153000,153.11,153.7449,152.88,153.625,1862458,0
AAPL.US,5,20230215,153500,153.6,154.1299,153.5,153.713,1392375,0
AAPL.US,5,20230215,154000,153.73,154.22,153.46,154.04,1106563,0
AAPL.US,5,20230215,154500,154.04,154.5,153.89,154.5,1234678,0
AAPL.US,5,20230215,155000,154.5,154.52,153.22,153.42,1070198,0
AAPL.US,5,20230215,155500,153.42,153.6,153.2827,153.5663,698535,0
AAPL.US,5,20230215,160000,153.57,153.975,153.43,153.63,840757,0
AAPL.US,5,20230215,160500,153.62,153.74,153.05,153.49,866975,0
AAPL.US,5,20230215,161000,153.49,153.65,153.09,153.57,784078,0
AAPL.US,5,20230215,161500,153.57,153.795,153.48,153.74,636477,0
AAPL.US,5,20230215,162000,153.76,153.97,153.67,153.7,641117,0
AAPL.US,5,20230215,162500,153.71,153.8499,153.62,153.72,490113,0
AAPL.US,5,20230215,163000,153.73,154.32,153.57,154.269,1039418,0
AAPL.US,5,20230215,163500,154.26,154.34,154.01,154.1772,759153,0
AAPL.US,5,20230215,164000,154.18,154.4,153.83,153.94,756687,0
AAPL.US,5,20230215,164500,153.93,154.03,153.83,153.8815,523700,0
AAPL.US,5,20230215,165000,153.88,154.09,153.84,153.97,438651,0
AAPL.US,5,20230215,165500,153.98,154.15,153.7843,153.8299,435011,0
AAPL.US,5,20230215,170000,153.82,154.3,153.81,154.26,395343,0
AAPL.US,5,20230215,170500,154.26,154.66,154.26,154.34,796510,0
AAPL.US,5,20230215,171000,154.3489,154.66,154.34,154.47,567493,0
AAPL.US,5,20230215,171500,154.48,154.6099,154.31,154.41,530670,0
AAPL.US,5,20230215,172000,154.44,154.56,154.33,154.5395,375142,0
AAPL.US,5,20230215,172500,154.54,154.71,154.44,154.645,549945,0
AAPL.US,5,20230215,173000,154.645,154.72,154.36,154.62,602537,0
AAPL.US,5,20230215,173500,154.6299,154.8801,154.58,154.7874,686747,0
AAPL.US,5,20230215,174000,154.785,154.975,154.76,154.96,738244,0
AAPL.US,5,20230215,174500,154.96,155.35,154.92,155.31,1460013,0
AAPL.US,5,20230215,175000,155.3137,155.5,155.28,155.31,715998,0
AAPL.US,5,20230215,175500,155.3199,155.43,155.23,155.25,754366,0
AAPL.US,5,20230215,180000,155.26,155.3975,155.07,155.1406,572667,0
AAPL.US,5,20230215,180500,155.145,155.2038,154.71,154.8557,476206,0
AAPL.US,5,20230215,181000,154.845,154.9681,154.75,154.89,295745,0
AAPL.US,5,20230215,181500,154.87,154.96,154.72,154.88,341510,0
AAPL.US,5,20230215,182000,154.88,154.95,154.76,154.8347,397235,0
AAPL.US,5,20230215,182500,154.835,154.91,154.57,154.65,414099,0
AAPL.US,5,20230215,183000,154.6502,154.9,154.6,154.8615,329388,0
AAPL.US,5,20230215,183500,154.85,154.98,153.5,154.1,1921060,0
AAPL.US,5,20230215,184000,154.1,154.7,154.09,154.59,862745,0
AAPL.US,5,20230215,184500,154.5901,154.64,154.22,154.3076,688525,0
AAPL.US,5,20230215,185000,154.3172,154.3925,154.15,154.18,464093,0
AAPL.US,5,20230215,185500,154.195,154.29,153.9705,154.07,464001,0
AAPL.US,5,20230215,190000,154.09,154.28,153.94,153.951,443491,0
AAPL.US,5,20230215,190500,153.95,154.04,153.715,153.985,471882,0
AAPL.US,5,20230215,191000,154,154.28,153.97,154.1845,410519,0
AAPL.US,5,20230215,191500,154.19,154.2499,154.04,154.2325,348939,0
AAPL.US,5,20230215,192000,154.24,154.33,154.19,154.25,331560,0
AAPL.US,5,20230215,192500,154.225,154.4,154.18,154.3872,337047,0
AAPL.US,5,20230215,193000,154.38,154.46,154.15,154.3499,370870,0
AAPL.US,5,20230215,193500,154.3581,154.55,154.29,154.54,404357,0
AAPL.US,5,20230215,194000,154.54,154.8,154.48,154.79,531089,0
AAPL.US,5,20230215,194500,154.79,154.94,154.77,154.8885,468007,0
AAPL.US,5,20230215,195000,154.89,155.05,154.87,155.02,523623,0
AAPL.US,5,20230215,195500,155.0299,155.0299,154.8944,155.01,372250,0
AAPL.US,5,20230215,200000,155.01,155.05,154.9,154.979,297780,0
AAPL.US,5,20230215,200500,154.98,155.29,154.96,155.1719,465822,0
AAPL.US,5,20230215,201000,155.1799,155.31,155.13,155.285,408910,0
AAPL.US,5,20230215,201500,155.29,155.3255,155.1,155.1199,354764,0
AAPL.US,5,20230215,202000,155.115,155.24,155.09,155.17,326860,0
AAPL.US,5,20230215,202500,155.1717,155.25,155.05,155.2321,319913,0
AAPL.US,5,20230215,203000,155.24,155.375,155.235,155.3377,343695,0
AAPL.US,5,20230215,203500,155.335,155.41,155.25,155.3903,275695,0
AAPL.US,5,20230215,204000,155.395,155.4,155.28,155.395,298793,0
AAPL.US,5,20230215,204500,155.395,155.47,155.15,155.2,458450,0
AAPL.US,5,20230215,205000,155.21,155.29,155.04,155.09,406243,0
AAPL.US,5,20230215,205500,155.1,155.14,154.92,155.02,370604,0
AAPL.US,5,20230215,210000,155.01,155.11,155.005,155.1,255050,0
AAPL.US,5,20230215,210500,155.095,155.28,155.095,155.24,342172,0
AAPL.US,5,20230215,211000,155.235,155.27,155.13,155.215,407096,0
AAPL.US,5,20230215,211500,155.24,155.28,154.98,155.05,487545,0
AAPL.US,5,20230215,212000,155.06,155.1299,154.79,154.834,345759,0
AAPL.US,5,20230215,212500,154.8337,154.89,154.7217,154.8499,374615,0
AAPL.US,5,20230215,213000,154.85,154.91,154.79,154.895,393901,0
AAPL.US,5,20230215,213500,154.885,155.02,154.82,154.955,535232,0
AAPL.US,5,20230215,214000,154.96,155.08,154.79,154.88,482753,0
AAPL.US,5,20230215,214500,154.87,154.99,154.8123,154.8936,455256,0
AAPL.US,5,20230215,215000,154.9,154.99,154.67,154.84,864986,0
AAPL.US,5,20230215,215500,154.835,155.38,154.76,155.33,6146440,0
AAPL.US,5,20230216,153000,153.51,154.121,153.3475,153.85,2202133,0
AAPL.US,5,20230216,153500,153.86,154.48,153.67,154.46,1335972,0
AAPL.US,5,20230216,154000,154.47,154.6571,153.93,154.0509,1108396,0
AAPL.US,5,20230216,154500,154.055,154.23,153.8201,154.0299,915981,0
AAPL.US,5,20230216,155000,154.03,154.38,153.83,154.07,802975,0
AAPL.US,5,20230216,155500,154.06,154.41,153.97,154.08,702446,0
AAPL.US,5,20230216,160000,154.075,154.24,153.8,153.95,621270,0
AAPL.US,5,20230216,160500,153.946,154.29,153.9,154.13,650393,0
AAPL.US,5,20230216,161000,154.12,154.39,154.01,154.1,667745,0
AAPL.US,5,20230216,161500,154.1099,154.607,153.97,154.58,900199,0
AAPL.US,5,20230216,162000,154.56,154.82,154.52,154.675,850313,0
AAPL.US,5,20230216,162500,154.6665,154.925,154.55,154.75,523751,0
AAPL.US,5,20230216,163000,154.745,154.85,154.68,154.8399,505378,0
AAPL.US,5,20230216,163500,154.8301,155.0795,154.735,154.96,669140,0
AAPL.US,5,20230216,164000,154.97,154.99,154.67,154.69,572946,0
AAPL.US,5,20230216,164500,154.7,155.1604,154.56,155.15,565748,0
AAPL.US,5,20230216,165000,155.155,155.22,155.01,155.1587,551671,0
AAPL.US,5,20230216,165500,155.15,155.1899,154.9,155.15,593639,0
AAPL.US,5,20230216,170000,155.16,155.42,155.12,155.4,702265,0
AAPL.US,5,20230216,170500,155.3931,155.46,154.96,155.21,659045,0
AAPL.US,5,20230216,171000,155.2086,155.38,154.8889,155.08,609624,0
AAPL.US,5,20230216,171500,155.0803,155.26,155.03,155.16,452445,0
AAPL.US,5,20230216,172000,155.17,155.24,154.92,155.14,372140,0
AAPL.US,5,20230216,172500,155.1421,155.3999,155.0359,155.2499,479353,0
AAPL.US,5,20230216,173000,155.25,155.445,155.12,155.275,428460,0
AAPL.US,5,20230216,173500,155.26,155.26,155.0501,155.1976,304858,0
AAPL.US,5,20230216,174000,155.2,155.42,155.19,155.285,336750,0
AAPL.US,5,20230216,174500,155.28,155.49,155.23,155.42,581378,0
AAPL.US,5,20230216,175000,155.43,155.5,155.2079,155.27,424616,0
AAPL.US,5,20230216,175500,155.27,155.3199,155.01,155.07,384579,0
AAPL.US,5,20230216,180000,155.065,155.2,155.02,155.13,323907,0
AAPL.US,5,20230216,180500,155.13,155.325,155.06,155.26,297670,0
AAPL.US,5,20230216,181000,155.26,155.5,155.25,155.4301,403053,0
AAPL.US,5,20230216,181500,155.44,155.49,154.76,154.78,584811,0
AAPL.US,5,20230216,182000,154.78,155.39,154.75,155.36,550702,0
AAPL.US,5,20230216,182500,155.37,155.47,155.32,155.41,447443,0
AAPL.US,5,20230216,183000,155.4195,155.79,155.36,155.765,659014,0
AAPL.US,5,20230216,183500,155.765,155.97,155.7,155.828,594810,0
AAPL.US,5,20230216,184000,155.84,155.99,155.79,155.98,426330,0
AAPL.US,5,20230216,184500,155.985,156.17,155.86,156.08,759356,0
AAPL.US,5,20230216,185000,156.09,156.13,155.82,156.0199,507776,0
AAPL.US,5,20230216,185500,156.02,156.06,155.86,155.93,409366,0
AAPL.US,5,20230216,190000,155.94,156.15,155.74,155.905,562558,0
AAPL.US,5,20230216,190500,155.91,156.05,155.88,156.0297,281861,0
AAPL.US,5,20230216,191000,156.03,156.0676,155.81,155.825,322531,0
AAPL.US,5,20230216,191500,155.83,155.87,155.535,155.645,507888,0
AAPL.US,5,20230216,192000,155.6417,155.96,155.6,155.9401,429462,0
AAPL.US,5,20230216,192500,155.95,156.19,155.68,155.8499,741089,0
AAPL.US,5,20230216,193000,155.86,155.98,155.76,155.98,394252,0
AAPL.US,5,20230216,193500,155.97,156.151,155.97,156.025,373719,0
AAPL.US,5,20230216,194000,156.025,156.05,155.83,156.0077,320035,0
AAPL.US,5,20230216,194500,156.02,156.051,155.79,155.96,354274,0
AAPL.US,5,20230216,195000,155.96,156,155.869,155.9763,258468,0
AAPL.US,5,20230216,195500,155.98,156,155.85,155.95,246751,0
AAPL.US,5,20230216,200000,155.95,156.11,155.92,156.06,509615,0
AAPL.US,5,20230216,200500,156.05,156.08,155.86,156.0023,363491,0
AAPL.US,5,20230216,201000,156.01,156.05,155.92,155.99,275303,0
AAPL.US,5,20230216,201500,156,156.13,155.93,156.05,351804,0
AAPL.US,5,20230216,202000,156.04,156.05,155.72,156.01,431402,0
AAPL.US,5,20230216,202500,156.02,156.24,156.01,156.1474,530485,0
AAPL.US,5,20230216,203000,156.145,156.24,156.12,156.15,419676,0
AAPL.US,5,20230216,203500,156.15,156.33,156.12,156.265,486753,0
AAPL.US,5,20230216,204000,156.28,156.2875,156.06,156.1851,465578,0
AAPL.US,5,20230216,204500,156.18,156.28,156.135,156.23,359306,0
AAPL.US,5,20230216,205000,156.225,156.2999,156.09,156.25,391591,0
AAPL.US,5,20230216,205500,156.25,156.314,156.15,156.19,310293,0
AAPL.US,5,20230216,210000,156.2,156.2499,155.74,155.7642,580713,0
AAPL.US,5,20230216,210500,155.765,155.89,155.26,155.435,1104130,0
AAPL.US,5,20230216,211000,155.435,155.52,155.23,155.2301,570162,0
AAPL.US,5,20230216,211500,155.24,155.24,154.86,154.99,743031,0
AAPL.US,5,20230216,212000,154.99,154.99,154.64,154.78,688816,0
AAPL.US,5,20230216,212500,154.78,154.84,154.32,154.3599,639775,0
AAPL.US,5,20230216,213000,154.34,154.36,154.03,154.12,928561,0
AAPL.US,5,20230216,213500,154.11,154.4,154.01,154.095,655821,0
AAPL.US,5,20230216,214000,154.1,154.17,153.78,154.105,817109,0
AAPL.US,5,20230216,214500,154.095,154.255,153.9101,154.2273,800598,0
AAPL.US,5,20230216,215000,154.22,154.31,153.86,153.91,1276179,0
AAPL.US,5,20230216,215500,153.915,154.04,153.59,153.71,8125362,0
AAPL.US,5,20230217,153000,152.35,152.99,152.18,152.9711,3218166,0
AAPL.US,5,20230217,153500,152.9616,153,151.95,152.06,1289747,0
AAPL.US,5,20230217,154000,152.07,152.55,151.94,152.24,885391,0
AAPL.US,5,20230217,154500,152.2,152.24,151.7114,151.785,882224,0
AAPL.US,5,20230217,155000,151.785,151.955,151.64,151.74,848494,0
AAPL.US,5,20230217,155500,151.72,151.79,151.5,151.69,833770,0
AAPL.US,5,20230217,160000,151.68,152.09,151.63,151.92,850324,0
AAPL.US,5,20230217,160500,151.91,152.2461,151.8186,152.17,957009,0
AAPL.US,5,20230217,161000,152.16,152.485,152.02,152.15,806796,0
AAPL.US,5,20230217,161500,152.15,152.61,152,152.4,725757,0
AAPL.US,5,20230217,162000,152.39,152.65,152.06,152.09,670645,0
AAPL.US,5,20230217,162500,152.095,152.23,151.92,152.02,601667,0
AAPL.US,5,20230217,163000,152,152.345,151.95,152.23,501922,0
AAPL.US,5,20230217,163500,152.2201,152.68,152.17,152.29,598593,0
AAPL.US,5,20230217,164000,152.29,152.3,151.99,152.029,542676,0
AAPL.US,5,20230217,164500,152.02,152.16,151.9,151.9899,571400,0
AAPL.US,5,20230217,165000,151.97,152.26,151.87,152.16,523056,0
AAPL.US,5,20230217,165500,152.16,152.31,151.95,152.01,419234,0
AAPL.US,5,20230217,170000,151.99,152.06,151.65,151.795,481398,0
AAPL.US,5,20230217,170500,151.8,152.2699,151.8,151.93,495892,0
AAPL.US,5,20230217,171000,151.91,152.11,151.89,152.0104,339733,0
AAPL.US,5,20230217,171500,152.01,152.09,151.8214,151.8999,251013,0
AAPL.US,5,20230217,172000,151.88,151.88,151.5,151.53,522391,0
AAPL.US,5,20230217,172500,151.5337,151.76,151.49,151.6501,412100,0
AAPL.US,5,20230217,173000,151.66,151.695,151.37,151.575,561038,0
AAPL.US,5,20230217,173500,151.58,151.74,151.48,151.7,391460,0
AAPL.US,5,20230217,174000,151.705,151.79,151.6,151.7328,280286,0
AAPL.US,5,20230217,174500,151.73,151.94,151.7101,151.81,343009,0
AAPL.US,5,20230217,175000,151.8,151.86,151.44,151.505,342605,0
AAPL.US,5,20230217,175500,151.5,151.59,151.4,151.575,346227,0
AAPL.US,5,20230217,180000,151.57,151.824,151.565,151.61,377953,0
AAPL.US,5,20230217,180500,151.614,151.88,151.614,151.84,354328,0
AAPL.US,5,20230217,181000,151.85,152.17,151.84,152.029,417097,0
AAPL.US,5,20230217,181500,152.0202,152.1,151.81,151.86,346710,0
AAPL.US,5,20230217,182000,151.865,151.8912,151.57,151.595,343059,0
AAPL.US,5,20230217,182500,151.6,151.81,151.51,151.71,454936,0
AAPL.US,5,20230217,183000,151.705,151.795,151.63,151.67,216269,0
AAPL.US,5,20230217,183500,151.68,151.79,151.5601,151.62,350400,0
AAPL.US,5,20230217,184000,151.6101,151.63,151.42,151.48,392527,0
AAPL.US,5,20230217,184500,151.47,151.5341,151.2,151.2299,398043,0
AAPL.US,5,20230217,185000,151.2153,151.29,150.93,150.96,541722,0
AAPL.US,5,20230217,185500,150.97,151.18,150.9104,151.08,314683,0
AAPL.US,5,20230217,190000,151.09,151.17,150.96,151.03,241742,0
AAPL.US,5,20230217,190500,151.0275,151.31,150.98,151.2801,297264,0
AAPL.US,5,20230217,191000,151.281,151.4405,151.27,151.34,305209,0
AAPL.US,5,20230217,191500,151.33,151.4899,151.33,151.37,290693,0
AAPL.US,5,20230217,192000,151.375,151.375,150.97,151.0123,329373,0
AAPL.US,5,20230217,192500,151.02,151.08,150.85,150.99,488796,0
AAPL.US,5,20230217,193000,151,151.11,150.85,151.1,347048,0
AAPL.US,5,20230217,193500,151.1018,151.24,151.0701,151.1777,322518,0
AAPL.US,5,20230217,194000,151.1701,151.2946,151.13,151.2199,267502,0
AAPL.US,5,20230217,194500,151.215,151.37,151.19,151.3,264372,0
